53.5802545847,-16.8380066695,0.0
53.4954424182,-16.8909868303,0.0
53.4106303805,-16.9439671925,0.0
53.3258183849,-16.9969478179,0.0
53.2410065846,-17.0499286184,0.0
53.1561949230,-17.1029096378,0.0
53.0713834042,-17.1558908820,0.0
52.9865720323,-17.2088723574,0.0
52.9017608120,-17.2618540706,0.0
52.8169497480,-17.3148360286,0.0
52.7321388451,-17.3678182387,0.0
52.6473281088,-17.4208007085,0.0
52.5625175446,-17.4737834460,0.0
52.4777071584,-17.5267664598,0.0
52.3928969565,-17.5797497587,0.0
52.3080871732,-17.6327332099,0.0
52.2232772022,-17.6857172064,0.0
52.1384674272,-17.7387015239,0.0
52.0536578553,-17.7916861738,0.0
51.9688484942,-17.8446711684,0.0
51.8840393523,-17.8976565209,0.0
51.7992304383,-17.9506422449,0.0
51.7144217616,-18.0036283553,0.0
51.6296133325,-18.0566148678,0.0
51.5448051617,-18.1096017993,0.0
51.4599972612,-18.1625891677,0.0
51.3751896435,-18.2155769924,0.0
51.2903823226,-18.2685652940,0.0
51.2055753136,-18.3215540950,0.0
51.1207686327,-18.3745434193,0.0
51.0359622981,-18.4275332930,0.0
50.9511563297,-18.4805237442,0.0
50.8663507492,-18.5335148035,0.0
50.7815455812,-18.5865065042,0.0
50.6967408528,-18.6394988824,0.0
50.6119365946,-18.6924919777,0.0
50.5271328411,-18.7454858338,0.0
50.4423296317,-18.7984804982,0.0
50.3575270114,-18.8514760236,0.0
50.2736384787,-18.9056943764,0.0
50.1986431523,-18.9718432570,0.0
50.1240150267,-19.0384057000,0.0
50.0497561212,-19.1053799019,0.0
49.9758687156,-19.1727638078,0.0
49.9023550775,-19.2405553507,0.0
49.8292174621,-19.3087524520,0.0
49.7564581121,-19.3773530211,0.0
49.6840792582,-19.4463549556,0.0
49.6120831182,-19.5157561413,0.0
49.5404718979,-19.5855544524,0.0
49.4692477905,-19.6557477514,0.0
49.3984129768,-19.7263338892,0.0
49.3279696251,-19.7973107053,0.0
49.2579200290,-19.8686758864,0.0
49.1882660654,-19.9404275201,0.0
49.1190090548,-20.0125642647,0.0
49.0501530002,-20.0850819505,0.0
48.9816990595,-20.1579793419,0.0
48.9136493268,-20.2312542086,0.0
48.8460058841,-20.3049043092,0.0
48.7787708005,-20.3789273906,0.0
48.7119461328,-20.4533211884,0.0
48.6455341243,-20.5280832017,0.0
48.5795365685,-20.6032114084,0.0
48.5139554900,-20.6787035052,0.0
48.4487929000,-20.7545571779,0.0
48.3840507963,-20.8307701020,0.0
48.3197311634,-20.9073399421,0.0
48.2558359723,-20.9842643527,0.0
48.1923671807,-21.0615409773,0.0
48.1293267326,-21.1391674495,0.0
48.0667165587,-21.2171413923,0.0
48.0045385759,-21.2954604185,0.0
47.9427946879,-21.3741221306,0.0
47.8814867845,-21.4531241210,0.0
47.8206167419,-21.5324639721,0.0
47.7601864228,-21.6121392562,0.0
47.7001977610,-21.6921474216,0.0
47.6406524295,-21.7724862369,0.0
47.5815515729,-21.8531541774,0.0
47.5228985101,-21.9341467130,0.0
47.4646942771,-22.0154623953,0.0
47.4069406542,-22.0970987369,0.0
47.3496396036,-22.1790529596,0.0
47.2927926506,-22.2613228774,0.0
47.2364015382,-22.3439059693,0.0
47.1804679949,-22.4267997052,0.0
47.1249937349,-22.5100015459,0.0
47.0699804581,-22.5935089428,0.0
47.0154298499,-22.6773193385,0.0
46.9613435812,-22.7614301663,0.0
46.9077233085,-22.8458388511,0.0
46.8545706738,-22.9305428083,0.0
46.8018873047,-23.0155394451,0.0
46.7496748139,-23.1008261596,0.0
46.6979347998,-23.1864003414,0.0
46.6466688460,-23.2722593715,0.0
46.5958785216,-23.3584006224,0.0
46.5455653808,-23.4448214582,0.0
46.4957309632,-23.5315192344,0.0
46.4463767936,-23.6184912985,0.0
46.3975043820,-23.7057349897,0.0
46.3491153645,-23.7932473821,0.0
46.3012109959,-23.8810262046,0.0
46.2537927792,-23.9690687077,0.0
46.2068609586,-24.0573744867,0.0
46.1604195925,-24.1459359013,0.0
46.1144687142,-24.2347528368,0.0
46.0690097312,-24.3238225737,0.0
46.0240440359,-24.4131423849,0.0
45.9795730053,-24.5027095359,0.0
45.9355980012,-24.5925212849,0.0
45.8921203702,-24.6825748827,0.0
45.8491414432,-24.7728675728,0.0
45.8066625360,-24.8633965917,0.0
45.7646849488,-24.9541591688,0.0
45.7232099666,-25.0451525264,0.0
45.6822388587,-25.1363738801,0.0
45.6417728790,-25.2278204385,0.0
45.6018132658,-25.3194894033,0.0
45.5623612418,-25.4113779699,0.0
45.5234180143,-25.5034833267,0.0
45.4849847748,-25.5958026558,0.0
45.4470626991,-25.6883331327,0.0
45.4096529474,-25.7810719267,0.0
